"NUM_CNPJ_CPF","NOM_FORNECEDOR","MUNICIPIO","UF","NUM_FISCAL","DAT_NOTA_FISCAL","VLR_NOTA","CATEGORIA","LOCAL ","UF LOCAL DA VIAGEM","DAT_INI","DAT_FIM","DSC_OBJETO_EVENTO"
"09967852013539","NOVOTEL JARAGUA SÃO PAULO CONVENTIONS","SÃO PAULO","SP","222464",26/01/2011,"501,9","HOSPEDAGENS","SÃO PAULO","SP",23/01/2011,25/01/2011,"Cerimônia de entrega da ""Medalha 25 de Janeiro"" a Jose Alencar Gomes da Silva, Vice-Presidente da República."
"09967852013539","NOVOTEL JARAGUA SÃO PAULO CONVENTIONS","SÃO PAULO","SP","222466",26/01/2011,"501,9","HOSPEDAGENS","SÃO PAULO","SP",23/01/2011,25/01/2011,"Cerimônia de entrega da ""Medalha 25 de Janeiro"" a Jose Alencar Gomes da Silva, Vice-Presidente da República."
"09967852013539","NOVOTEL JARAGUA SÃO PAULO CONVENTIONS","SÃO PAULO","SP","222472",26/01/2011,"422,1","HOSPEDAGENS","SÃO PAULO","SP",23/01/2011,25/01/2011,"Cerimônia de entrega da ""Medalha 25 de Janeiro"" a Jose Alencar Gomes da Silva, Vice-Presidente da República."
"09967852013539","NOVOTEL JARAGUA SÃO PAULO CONVENTIONS","SÃO PAULO","SP","222477",26/01/2011,"501,9","HOSPEDAGENS","SÃO PAULO","SP",23/01/2011,25/01/2011,"Cerimônia de entrega da ""Medalha 25 de Janeiro"" a Jose Alencar Gomes da Silva, Vice-Presidente da República."
"09967852013539","NOVOTEL JARAGUA SÃO PAULO CONVENTIONS","SÃO PAULO","SP","222475",26/01/2011,"501,9","HOSPEDAGENS","SÃO PAULO","SP",23/01/2011,25/01/2011,"Cerimônia de entrega da ""Medalha 25 de Janeiro"" a Jose Alencar Gomes da Silva, Vice-Presidente da República."
"09967852013539","NOVOTEL JARAGUA SÃO PAULO CONVENTIONS","SÃO PAULO","SP","222474",26/01/2011,"501,9","HOSPEDAGENS","SÃO PAULO","SP",23/01/2011,25/01/2011,"Cerimônia de entrega da ""Medalha 25 de Janeiro"" a Jose Alencar Gomes da Silva, Vice-Presidente da República."
"09967852013539","NOVOTEL JARAGUA SÃO PAULO CONVENTIONS","SÃO PAULO","SP","222473",26/01/2011,"501,9","HOSPEDAGENS","SÃO PAULO","SP",23/01/2011,25/01/2011,"Cerimônia de entrega da ""Medalha 25 de Janeiro"" a Jose Alencar Gomes da Silva, Vice-Presidente da República."
"09967852013539","NOVOTEL JARAGUA SÃO PAULO CONVENTIONS","SÃO PAULO","SP","222471",26/01/2011,"501,9","HOSPEDAGENS","SÃO PAULO","SP",23/01/2011,25/01/2011,"Cerimônia de entrega da ""Medalha 25 de Janeiro"" a Jose Alencar Gomes da Silva, Vice-Presidente da República."
"09967852013539","NOVOTEL JARAGUA SÃO PAULO CONVENTIONS","SÃO PAULO","SP","222470",26/01/2011,"501,9","HOSPEDAGENS","SÃO PAULO","SP",23/01/2011,25/01/2011,"Cerimônia de entrega da ""Medalha 25 de Janeiro"" a Jose Alencar Gomes da Silva, Vice-Presidente da República."
"09967852013539","NOVOTEL JARAGUA SÃO PAULO CONVENTIONS","SÃO PAULO","SP","222469",26/01/2011,"501,9","HOSPEDAGENS","SÃO PAULO","SP",23/01/2011,25/01/2011,"Cerimônia de entrega da ""Medalha 25 de Janeiro"" a Jose Alencar Gomes da Silva, Vice-Presidente da República."
"09967852013539","NOVOTEL JARAGUA SÃO PAULO CONVENTIONS","SÃO PAULO","SP","222467",26/01/2011,"501,9","HOSPEDAGENS","SÃO PAULO","SP",23/01/2011,25/01/2011,"Cerimônia de entrega da ""Medalha 25 de Janeiro"" a Jose Alencar Gomes da Silva, Vice-Presidente da República."
"09967852013539","NOVOTEL JARAGUA SÃO PAULO CONVENTIONS","SÃO PAULO","SP","222468",26/01/2011,"422,1","HOSPEDAGENS","SÃO PAULO","SP",23/01/2011,25/01/2011,"Cerimônia de entrega da ""Medalha 25 de Janeiro"" a Jose Alencar Gomes da Silva, Vice-Presidente da República."
"09967852013539","NOVOTEL JARAGUA SÃO PAULO CONVENTIONS","SÃO PAULO","SP","222465",26/01/2011,"501,9","HOSPEDAGENS","SÃO PAULO","SP",23/01/2011,25/01/2011,"Cerimônia de entrega da ""Medalha 25 de Janeiro"" a Jose Alencar Gomes da Silva, Vice-Presidente da República."
"09967852013539","NOVOTEL JARAGUA SÃO PAULO CONVENTIONS","SÃO PAULO","SP","222463",26/01/2011,"501,9","HOSPEDAGENS","SÃO PAULO","SP",23/01/2011,25/01/2011,"Cerimônia de entrega da ""Medalha 25 de Janeiro"" a Jose Alencar Gomes da Silva, Vice-Presidente da República."
"09967852013539","NOVOTEL JARAGUA SÃO PAULO CONVENTIONS","SÃO PAULO","SP","222461",26/01/2011,"501,9","HOSPEDAGENS","SÃO PAULO","SP",23/01/2011,25/01/2011,"Cerimônia de entrega da ""Medalha 25 de Janeiro"" a Jose Alencar Gomes da Silva, Vice-Presidente da República."
"87398004000158","BAGÉ CITY HOTEL LTDA","BAGÉ","RS","85948",27/01/2011,"196,6","HOSPEDAGENS","CANDIOTA","RS",25/01/2011,28/01/2011,"Cerimônia de Inauguração da Usina Termelétrica Candiota 3-Fase C. Evento can- celado."
"87398004000158","BAGÉ CITY HOTEL LTDA","BAGÉ","RS","85949",27/01/2011,284,"HOSPEDAGENS","CANDIOTA","RS",25/01/2011,28/01/2011,"Cerimônia de Inauguração da Usina Termelétrica Candiota 3-Fase C. Evento can- celado."
"87398004000158","BAGÉ CITY HOTEL LTDA","BAGÉ","RS","85950",27/01/2011,284,"HOSPEDAGENS","CANDIOTA","RS",25/01/2011,28/01/2011,"Cerimônia de Inauguração da Usina Termelétrica Candiota 3-Fase C. Evento can- celado."
"87398004000158","BAGÉ CITY HOTEL LTDA","BAGÉ","RS","85952",27/01/2011,284,"HOSPEDAGENS","CANDIOTA","RS",25/01/2011,28/01/2011,"Cerimônia de Inauguração da Usina Termelétrica Candiota 3-Fase C. Evento can- celado."
"87398004000158","BAGÉ CITY HOTEL LTDA","BAGÉ","RS","85954",27/01/2011,"308,4","HOSPEDAGENS","CANDIOTA","RS",25/01/2011,28/01/2011,"Cerimônia de Inauguração da Usina Termelétrica Candiota 3-Fase C. Evento can- celado."
"91754044000162","FENÍCIA HOTEL LTDA","BAGÉ","RS","83909",27/01/2011,180,"HOSPEDAGENS","CANDIOTA","RS",25/01/2011,28/01/2011,"Cerimônia de Inauguração da Usina Termelétrica Candiota 3-Fase C. Evento can- celado."
"91754044000162","FENÍCIA HOTEL LTDA","BAGÉ","RS","83911",27/01/2011,180,"HOSPEDAGENS","CANDIOTA","RS",25/01/2011,28/01/2011,"Cerimônia de Inauguração da Usina Termelétrica Candiota 3-Fase C. Evento can- celado."
"91754044000162","FENÍCIA HOTEL LTDA","BAGÉ","RS","83913",27/01/2011,260,"HOSPEDAGENS","CANDIOTA","RS",25/01/2011,28/01/2011,"Cerimônia de Inauguração da Usina Termelétrica Candiota 3-Fase C. Evento can- celado."
"91754044000162","FENÍCIA HOTEL LTDA","BAGÉ","RS","83915",27/01/2011,260,"HOSPEDAGENS","CANDIOTA","RS",25/01/2011,28/01/2011,"Cerimônia de Inauguração da Usina Termelétrica Candiota 3-Fase C. Evento can- celado."
"91754044000162","FENÍCIA HOTEL LTDA","BAGÉ","RS","83923",27/01/2011,130,"HOSPEDAGENS","CANDIOTA","RS",25/01/2011,28/01/2011,"Cerimônia de Inauguração da Usina Termelétrica Candiota 3-Fase C. Evento can- celado."
"91754044000162","FENÍCIA HOTEL LTDA","BAGÉ","RS","83922",27/01/2011,130,"HOSPEDAGENS","CANDIOTA","RS",25/01/2011,28/01/2011,"Cerimônia de Inauguração da Usina Termelétrica Candiota 3-Fase C. Evento can- celado."
"91754044000162","FENÍCIA HOTEL LTDA","BAGÉ","RS","83921",27/01/2011,130,"HOSPEDAGENS","CANDIOTA","RS",25/01/2011,28/01/2011,"Cerimônia de Inauguração da Usina Termelétrica Candiota 3-Fase C. Evento can- celado."
"91754044000162","FENÍCIA HOTEL LTDA","BAGÉ","RS","83920",27/01/2011,260,"HOSPEDAGENS","CANDIOTA","RS",25/01/2011,28/01/2011,"Cerimônia de Inauguração da Usina Termelétrica Candiota 3-Fase C. Evento can- celado."
"91754044000162","FENÍCIA HOTEL LTDA","BAGÉ","RS","83917",27/01/2011,260,"HOSPEDAGENS","CANDIOTA","RS",25/01/2011,28/01/2011,"Cerimônia de Inauguração da Usina Termelétrica Candiota 3-Fase C. Evento can- celado."
"91754044000162","FENÍCIA HOTEL LTDA","BAGÉ","RS","83916",27/01/2011,260,"HOSPEDAGENS","CANDIOTA","RS",25/01/2011,28/01/2011,"Cerimônia de Inauguração da Usina Termelétrica Candiota 3-Fase C. Evento can- celado."
"91754044000162","FENÍCIA HOTEL LTDA","BAGÉ","RS","83914",27/01/2011,260,"HOSPEDAGENS","CANDIOTA","RS",25/01/2011,28/01/2011,"Cerimônia de Inauguração da Usina Termelétrica Candiota 3-Fase C. Evento can- celado."
"91754044000162","FENÍCIA HOTEL LTDA","BAGÉ","RS","83912",27/01/2011,180,"HOSPEDAGENS","CANDIOTA","RS",25/01/2011,28/01/2011,"Cerimônia de Inauguração da Usina Termelétrica Candiota 3-Fase C. Evento can- celado."
"91754044000162","FENÍCIA HOTEL LTDA","BAGÉ","RS","83910",27/01/2011,180,"HOSPEDAGENS","CANDIOTA","RS",25/01/2011,28/01/2011,"Cerimônia de Inauguração da Usina Termelétrica Candiota 3-Fase C. Evento can- celado."
"87398004000158","BAGÉ CITY HOTEL LTDA","BAGÉ","RS","85947",27/01/2011,"1057,5","HOSPEDAGENS","CANDIOTA","RS",25/01/2011,28/01/2011,"Cerimônia de Inauguração da Usina Termelétrica Candiota 3-Fase C. Evento can- celado."
"87398004000158","BAGÉ CITY HOTEL LTDA","BAGÉ","RS","85953",27/01/2011,284,"HOSPEDAGENS","CANDIOTA","RS",25/01/2011,28/01/2011,"Cerimônia de Inauguração da Usina Termelétrica Candiota 3-Fase C. Evento can- celado."
"87398004000158","BAGÉ CITY HOTEL LTDA","BAGÉ","RS","85951",27/01/2011,284,"HOSPEDAGENS","CANDIOTA","RS",25/01/2011,28/01/2011,"Cerimônia de Inauguração da Usina Termelétrica Candiota 3-Fase C. Evento can- celado."
"03422594000389","PESTANA RIO ATLANTICA HOTEL","RIO DE JANEIRO","RJ","53047",27/01/2011,"899,3","HOSPEDAGENS","RIO DE JANEIRO","RJ",25/01/2011,27/01/2011,"1- Almoço no Palácio Laranjeiras; 2- Anúncio de doação de 2.000 unidades habitacionais, pelos empresários da construção civil, aos desabrigados da Região Serrana; 3- Visita ao Centro de Operações."
"03422594000389","PESTANA RIO ATLANTICA HOTEL","RIO DE JANEIRO","RJ","53050",27/01/2011,"899,3","HOSPEDAGENS","RIO DE JANEIRO","RJ",25/01/2011,27/01/2011,"1- Almoço no Palácio Laranjeiras; 2- Anúncio de doação de 2.000 unidades habitacionais, pelos empresários da construção civil, aos desabrigados da Região Serrana; 3- Visita ao Centro de Operações."
"03422594000389","PESTANA RIO ATLANTICA HOTEL","RIO DE JANEIRO","RJ","53028",27/01/2011,"449,65","HOSPEDAGENS","RIO DE JANEIRO","RJ",25/01/2011,27/01/2011,"1- Almoço no Palácio Laranjeiras; 2- Anúncio de doação de 2.000 unidades habitacionais, pelos empresários da construção civil, aos desabrigados da Região Serrana; 3- Visita ao Centro de Operações."
"03422594000389","PESTANA RIO ATLANTICA HOTEL","RIO DE JANEIRO","RJ","53035",27/01/2011,"899,3","HOSPEDAGENS","RIO DE JANEIRO","RJ",25/01/2011,27/01/2011,"1- Almoço no Palácio Laranjeiras; 2- Anúncio de doação de 2.000 unidades habitacionais, pelos empresários da construção civil, aos desabrigados da Região Serrana; 3- Visita ao Centro de Operações."
"03422594000389","PESTANA RIO ATLANTICA HOTEL","RIO DE JANEIRO","RJ","53046",27/01/2011,"899,3","HOSPEDAGENS","RIO DE JANEIRO","RJ",25/01/2011,27/01/2011,"1- Almoço no Palácio Laranjeiras; 2- Anúncio de doação de 2.000 unidades habitacionais, pelos empresários da construção civil, aos desabrigados da Região Serrana; 3- Visita ao Centro de Operações."
"03422594000389","PESTANA RIO ATLANTICA HOTEL","RIO DE JANEIRO","RJ","53045",27/01/2011,"899,3","HOSPEDAGENS","RIO DE JANEIRO","RJ",25/01/2011,27/01/2011,"1- Almoço no Palácio Laranjeiras; 2- Anúncio de doação de 2.000 unidades habitacionais, pelos empresários da construção civil, aos desabrigados da Região Serrana; 3- Visita ao Centro de Operações."
"03422594000389","PESTANA RIO ATLANTICA HOTEL","RIO DE JANEIRO","RJ","53033",27/01/2011,"899,3","HOSPEDAGENS","RIO DE JANEIRO","RJ",25/01/2011,27/01/2011,"1- Almoço no Palácio Laranjeiras; 2- Anúncio de doação de 2.000 unidades habitacionais, pelos empresários da construção civil, aos desabrigados da Região Serrana; 3- Visita ao Centro de Operações."
"03422594000389","PESTANA RIO ATLANTICA HOTEL","RIO DE JANEIRO","RJ","53032",27/01/2011,"899,3","HOSPEDAGENS","RIO DE JANEIRO","RJ",25/01/2011,27/01/2011,"1- Almoço no Palácio Laranjeiras; 2- Anúncio de doação de 2.000 unidades habitacionais, pelos empresários da construção civil, aos desabrigados da Região Serrana; 3- Visita ao Centro de Operações."
"03422594000389","PESTANA RIO ATLANTICA HOTEL","RIO DE JANEIRO","RJ","53039",27/01/2011,"899,3","HOSPEDAGENS","RIO DE JANEIRO","RJ",25/01/2011,27/01/2011,"1- Almoço no Palácio Laranjeiras; 2- Anúncio de doação de 2.000 unidades habitacionais, pelos empresários da construção civil, aos desabrigados da Região Serrana; 3- Visita ao Centro de Operações."
"03422594000389","PESTANA RIO ATLANTICA HOTEL","RIO DE JANEIRO","RJ","53044",27/01/2011,"899,3","HOSPEDAGENS","RIO DE JANEIRO","RJ",25/01/2011,27/01/2011,"1- Almoço no Palácio Laranjeiras; 2- Anúncio de doação de 2.000 unidades habitacionais, pelos empresários da construção civil, aos desabrigados da Região Serrana; 3- Visita ao Centro de Operações."
"03422594000389","PESTANA RIO ATLANTICA HOTEL","RIO DE JANEIRO","RJ","53048",27/01/2011,"899,3","HOSPEDAGENS","RIO DE JANEIRO","RJ",25/01/2011,27/01/2011,"1- Almoço no Palácio Laranjeiras; 2- Anúncio de doação de 2.000 unidades habitacionais, pelos empresários da construção civil, aos desabrigados da Região Serrana; 3- Visita ao Centro de Operações."
"03422594000389","PESTANA RIO ATLANTICA HOTEL","RIO DE JANEIRO","RJ","53036",27/01/2011,"899,3","HOSPEDAGENS","RIO DE JANEIRO","RJ",25/01/2011,27/01/2011,"1- Almoço no Palácio Laranjeiras; 2- Anúncio de doação de 2.000 unidades habitacionais, pelos empresários da construção civil, aos desabrigados da Região Serrana; 3- Visita ao Centro de Operações."
"03422594000389","PESTANA RIO ATLANTICA HOTEL","RIO DE JANEIRO","RJ","53049",27/01/2011,"899,3","HOSPEDAGENS","RIO DE JANEIRO","RJ",25/01/2011,27/01/2011,"1- Almoço no Palácio Laranjeiras; 2- Anúncio de doação de 2.000 unidades habitacionais, pelos empresários da construção civil, aos desabrigados da Região Serrana; 3- Visita ao Centro de Operações."
"03422594000389","PESTANA RIO ATLANTICA HOTEL","RIO DE JANEIRO","RJ","53043",27/01/2011,"899,3","HOSPEDAGENS","RIO DE JANEIRO","RJ",25/01/2011,27/01/2011,"1- Almoço no Palácio Laranjeiras; 2- Anúncio de doação de 2.000 unidades habitacionais, pelos empresários da construção civil, aos desabrigados da Região Serrana; 3- Visita ao Centro de Operações."
"03422594000389","PESTANA RIO ATLANTICA HOTEL","RIO DE JANEIRO","RJ","53041",27/01/2011,"899,3","HOSPEDAGENS","RIO DE JANEIRO","RJ",25/01/2011,27/01/2011,"1- Almoço no Palácio Laranjeiras; 2- Anúncio de doação de 2.000 unidades habitacionais, pelos empresários da construção civil, aos desabrigados da Região Serrana; 3- Visita ao Centro de Operações."
"03422594000389","PESTANA RIO ATLANTICA HOTEL","RIO DE JANEIRO","RJ","53038",27/01/2011,"899,3","HOSPEDAGENS","RIO DE JANEIRO","RJ",25/01/2011,27/01/2011,"1- Almoço no Palácio Laranjeiras; 2- Anúncio de doação de 2.000 unidades habitacionais, pelos empresários da construção civil, aos desabrigados da Região Serrana; 3- Visita ao Centro de Operações."
"03422594000389","PESTANA RIO ATLANTICA HOTEL","RIO DE JANEIRO","RJ","53034",27/01/2011,"899,3","HOSPEDAGENS","RIO DE JANEIRO","RJ",25/01/2011,27/01/2011,"1- Almoço no Palácio Laranjeiras; 2- Anúncio de doação de 2.000 unidades habitacionais, pelos empresários da construção civil, aos desabrigados da Região Serrana; 3- Visita ao Centro de Operações."
"03422594000389","PESTANA RIO ATLANTICA HOTEL","RIO DE JANEIRO","RJ","53030",27/01/2011,"449,65","HOSPEDAGENS","RIO DE JANEIRO","RJ",25/01/2011,27/01/2011,"1- Almoço no Palácio Laranjeiras; 2- Anúncio de doação de 2.000 unidades habitacionais, pelos empresários da construção civil, aos desabrigados da Região Serrana; 3- Visita ao Centro de Operações."
